"","source","Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Attendance","HHW","AHW","HO","AO","year_short","data_url"
"107","1","SC0","23/12/2023",15:00:00,"Kilmarnock","St Johnstone",2,1,"H",2,0,"H","J Beaton",14,9,5,4,12,8,5,1,0,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"108","1","SC0","24/12/2023",12:00:00,"Motherwell","Rangers",0,2,"A",0,2,"A","D Dickinson",7,14,0,6,16,10,3,5,3,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"109","1","SC0","26/12/2023",15:00:00,"Dundee","Celtic",0,3,"A",0,0,"D","D Robertson",5,38,1,7,3,9,1,23,1,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"110","1","SC0","27/12/2023",19:45:00,"Livingston","St Johnstone",0,0,"D",0,0,"D","K Clancy",14,4,3,2,12,12,6,3,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"111","1","SC0","27/12/2023",19:45:00,"St Mirren","Kilmarnock",0,1,"A",0,1,"A","E Anderson",11,12,6,3,7,10,4,4,3,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"112","1","SC0","27/12/2023",20:00:00,"Hibernian","Hearts",0,1,"A",0,0,"D","J Beaton",16,10,3,3,11,10,6,5,2,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"113","1","SC0","30/12/2023",12:30:00,"Celtic","Rangers",2,1,"H",1,0,"H","N Walsh",12,14,5,3,18,14,4,2,7,3,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"114","1","SC0","30/12/2023",15:00:00,"Aberdeen","St Mirren",0,3,"A",0,1,"A","G Irvine",18,10,3,5,9,11,13,2,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"115","1","SC0","30/12/2023",15:00:00,"Hearts","Ross County",2,2,"D",0,0,"D","A Muir",20,14,7,2,14,14,9,5,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"116","1","SC0","30/12/2023",15:00:00,"Kilmarnock","Dundee",2,2,"D",0,1,"A","D Dickinson",11,7,4,2,12,10,7,8,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"117","1","SC0","30/12/2023",15:00:00,"Motherwell","Livingston",3,1,"H",3,1,"H","C Graham",7,10,4,1,12,14,4,3,4,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"118","1","SC0","02/01/2024",15:00:00,"Hibernian","Motherwell",2,2,"D",1,1,"D","D Robertson",12,9,3,4,10,10,7,3,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"119","1","SC0","02/01/2024",15:00:00,"Livingston","Hearts",1,2,"A",0,0,"D","D Dickinson",10,10,3,5,12,16,2,3,1,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"120","1","SC0","02/01/2024",15:00:00,"Rangers","Kilmarnock",3,1,"H",2,0,"H","J Beaton",18,6,6,2,10,13,7,5,1,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"121","1","SC0","02/01/2024",15:00:00,"Ross County","Aberdeen",0,3,"A",0,2,"A","M MacDermid",5,16,3,7,14,9,4,5,4,3,1,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"122","1","SC0","02/01/2024",17:00:00,"St Mirren","Celtic",0,3,"A",0,2,"A","D Munro",3,24,0,11,9,8,1,12,0,0,1,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"123","1","SC0","23/01/2024",19:45:00,"Hearts","Dundee",3,2,"H",0,2,"A","C Graham",15,8,6,4,10,12,7,1,1,6,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"124","1","SC0","24/01/2024",19:45:00,"Hibernian","Rangers",0,3,"A",0,2,"A","S McLean",9,22,3,8,6,7,4,10,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"125","1","SC0","24/01/2024",19:45:00,"St Johnstone","Aberdeen",1,1,"D",0,0,"D","J Beaton",14,8,5,4,20,8,1,4,4,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"126","1","SC0","27/01/2024",12:30:00,"St Mirren","Rangers",0,1,"A",0,1,"A","D Dickinson",7,10,2,2,10,9,4,3,0,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"127","1","SC0","27/01/2024",15:00:00,"Celtic","Ross County",1,0,"H",1,0,"H","E Anderson",17,7,7,1,12,14,7,7,1,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"128","1","SC0","27/01/2024",15:00:00,"Hearts","Aberdeen",2,0,"H",0,0,"D","K Clancy",15,16,5,1,10,14,7,7,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"129","1","SC0","27/01/2024",15:00:00,"Kilmarnock","Hibernian",2,2,"D",1,0,"H","G Irvine",12,15,1,5,15,11,7,3,2,1,1,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"130","1","SC0","27/01/2024",15:00:00,"Livingston","Dundee",1,4,"A",0,1,"A","R Hardie",15,7,3,5,7,14,5,3,0,1,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"131","1","SC0","27/01/2024",15:00:00,"St Johnstone","Motherwell",1,1,"D",1,1,"D","C Steven",7,11,4,2,13,16,0,6,2,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"132","1","SC0","30/01/2024",19:45:00,"Aberdeen","Dundee",1,1,"D",1,0,"H","N Walsh",10,9,4,3,13,17,0,3,2,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"133","1","SC0","30/01/2024",19:45:00,"Livingston","Ross County",2,2,"D",1,1,"D","A Muir",13,10,4,4,10,16,5,3,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"134","1","SC0","03/02/2024",12:30:00,"Aberdeen","Celtic",1,1,"D",0,0,"D","S McLean",7,22,3,4,6,9,1,12,3,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"135","1","SC0","03/02/2024",15:00:00,"Dundee","Hearts",2,3,"A",1,0,"H","G Grainger",14,18,8,6,7,6,8,5,3,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"136","1","SC0","03/02/2024",15:00:00,"Hibernian","St Mirren",0,3,"A",0,3,"A","W Collum",6,13,1,5,11,17,6,7,3,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"137","1","SC0","03/02/2024",15:00:00,"Motherwell","Kilmarnock",1,1,"D",1,1,"D","D Robertson",11,3,4,1,11,15,6,5,2,5,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"138","1","SC0","03/02/2024",15:00:00,"Rangers","Livingston",3,0,"H",2,0,"H","J Beaton",32,0,8,0,9,6,14,0,0,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"139","1","SC0","03/02/2024",15:00:00,"Ross County","St Johnstone",0,1,"A",0,1,"A","C Napier",12,8,5,2,11,7,8,4,3,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"140","1","SC0","06/02/2024",19:45:00,"Motherwell","Ross County",5,0,"H",3,0,"H","M MacDermid",17,12,8,2,10,11,3,6,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"141","1","SC0","06/02/2024",20:00:00,"Rangers","Aberdeen",2,1,"H",1,1,"D","D Robertson",23,9,7,4,7,10,13,2,0,2,1,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"142","1","SC0","07/02/2024",19:45:00,"Kilmarnock","Livingston",1,0,"H",0,0,"D","D Dickinson",12,11,6,4,8,9,9,2,0,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"143","1","SC0","07/02/2024",19:45:00,"St Johnstone","Hearts",0,1,"A",0,0,"D","I Snedden",10,8,2,4,9,10,2,4,4,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"144","1","SC0","07/02/2024",19:45:00,"St Mirren","Dundee",2,0,"H",0,0,"D","S McLean",19,5,6,0,9,9,6,5,0,1,1,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"145","1","SC0","07/02/2024",20:00:00,"Hibernian","Celtic",1,2,"A",0,1,"A","N Walsh",12,8,4,3,14,18,4,5,4,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"146","1","SC0","11/02/2024",14:00:00,"Dundee","St Johnstone",2,1,"H",0,1,"A","D Munro",26,15,6,3,6,15,13,7,4,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"147","1","SC0","14/02/2024",19:45:00,"Aberdeen","Motherwell",3,3,"D",2,3,"A","K Clancy",14,11,7,7,6,14,7,3,2,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"148","1","SC0","14/02/2024",19:45:00,"Rangers","Ross County",3,1,"H",2,1,"H","A Muir",43,5,23,1,10,12,20,3,1,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"149","1","SC0","17/02/2024",15:00:00,"Aberdeen","Hibernian",2,2,"D",1,1,"D","D Munro",22,7,12,6,13,14,4,2,1,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"150","1","SC0","17/02/2024",15:00:00,"Celtic","Kilmarnock",1,1,"D",1,0,"H","J Beaton",15,13,5,6,12,8,8,4,0,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"151","1","SC0","17/02/2024",15:00:00,"Dundee","Ross County",2,0,"H",1,0,"H","C Scott",14,17,4,3,9,15,6,2,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"152","1","SC0","17/02/2024",15:00:00,"Hearts","Motherwell",2,0,"H",0,0,"D","C Graham",22,10,7,3,9,14,9,7,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"153","1","SC0","17/02/2024",15:00:00,"Livingston","St Mirren",1,0,"H",1,0,"H","E Anderson",6,21,3,3,12,11,4,9,1,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"154","1","SC0","18/02/2024",12:00:00,"St Johnstone","Rangers",0,3,"A",0,1,"A","M MacDermid",4,15,0,5,24,6,3,1,3,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"155","1","SC0","24/02/2024",15:00:00,"Hibernian","Dundee",2,1,"H",1,0,"H","J Beaton",16,7,9,1,11,11,10,2,0,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"156","1","SC0","24/02/2024",15:00:00,"Kilmarnock","Aberdeen",2,0,"H",1,0,"H","G Grainger",20,9,9,1,17,15,5,3,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"157","1","SC0","24/02/2024",15:00:00,"Rangers","Hearts",5,0,"H",3,0,"H","N Walsh",17,11,12,5,17,9,4,2,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"158","1","SC0","24/02/2024",15:00:00,"Ross County","Livingston",3,2,"H",2,0,"H","D Dickinson",12,18,6,6,11,15,6,4,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"159","1","SC0","24/02/2024",15:00:00,"St Mirren","St Johnstone",2,0,"H",1,0,"H","G Irvine",15,5,5,2,10,12,5,6,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"160","1","SC0","25/02/2024",12:00:00,"Motherwell","Celtic",1,3,"A",1,0,"H","W Collum",10,18,3,7,7,10,4,4,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"161","1","SC0","27/02/2024",20:00:00,"Ross County","St Mirren",1,1,"D",1,0,"H","C Graham",6,9,1,3,13,6,3,4,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"162","1","SC0","28/02/2024",19:45:00,"Aberdeen","St Johnstone",0,2,"A",0,1,"A","D Robertson",17,8,5,4,7,11,11,7,0,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"163","1","SC0","28/02/2024",19:45:00,"Celtic","Dundee",7,1,"H",6,0,"H","M MacDermid",17,9,10,2,7,5,5,5,2,1,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"164","1","SC0","28/02/2024",19:45:00,"Hearts","Hibernian",1,1,"D",1,1,"D","K Clancy",14,21,2,5,8,9,4,9,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"165","1","SC0","28/02/2024",19:45:00,"Kilmarnock","Rangers",1,2,"A",1,0,"H","D Dickinson",10,14,3,5,8,16,8,6,3,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"166","1","SC0","28/02/2024",20:00:00,"Livingston","Motherwell",1,3,"A",1,0,"H","J Beaton",14,15,4,5,12,8,1,4,1,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"167","1","SC0","02/03/2024",15:00:00,"Dundee","Kilmarnock",2,2,"D",1,1,"D","C Steven",14,9,5,7,11,10,4,6,3,4,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"168","1","SC0","02/03/2024",15:00:00,"Hibernian","Ross County",2,0,"H",0,0,"D","C Napier",14,4,6,2,9,14,8,2,0,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"169","1","SC0","02/03/2024",15:00:00,"Rangers","Motherwell",1,2,"A",0,1,"A","A Muir",31,15,11,5,9,10,15,2,0,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"170","1","SC0","02/03/2024",15:00:00,"St Johnstone","Livingston",1,1,"D",0,1,"A","C Graham",10,8,3,4,15,16,2,2,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"171","1","SC0","02/03/2024",15:00:00,"St Mirren","Aberdeen",2,1,"H",0,1,"A","N Walsh",14,9,5,3,16,22,3,2,1,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"172","1","SC0","03/03/2024",12:00:00,"Hearts","Celtic",2,0,"H",1,0,"H","D Robertson",14,17,6,6,10,11,7,7,2,2,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"173","1","SC0","13/03/2024",19:45:00,"Dundee","Aberdeen",1,0,"H",0,0,"D","S McLean",18,10,6,2,12,8,6,4,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"174","1","SC0","13/03/2024",19:45:00,"Ross County","Hibernian",2,2,"D",1,0,"H","D Munro",6,11,3,6,7,12,2,6,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"175","1","SC0","16/03/2024",15:00:00,"Celtic","St Johnstone",3,1,"H",1,0,"H","E Anderson",22,6,9,2,6,13,10,2,0,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"176","1","SC0","16/03/2024",15:00:00,"Hibernian","Livingston",3,0,"H",3,0,"H","N Walsh",14,9,4,3,13,16,3,2,0,6,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"177","1","SC0","16/03/2024",15:00:00,"Kilmarnock","St Mirren",5,2,"H",0,2,"A","R Hardie",13,7,8,2,15,13,1,3,3,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"178","1","SC0","16/03/2024",15:00:00,"Motherwell","Aberdeen",0,1,"A",0,1,"A","W Collum",14,14,5,4,13,10,6,6,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"179","1","SC0","16/03/2024",15:00:00,"Ross County","Hearts",2,1,"H",1,0,"H","G Irvine",11,21,3,6,7,6,2,15,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"180","1","SC0","30/03/2024",15:00:00,"Aberdeen","Ross County",2,1,"H",1,1,"D","K Clancy",10,10,4,3,12,16,2,8,2,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"181","1","SC0","30/03/2024",15:00:00,"Hearts","Kilmarnock",1,1,"D",1,0,"H","W Collum",16,12,6,4,5,12,7,7,2,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"182","1","SC0","30/03/2024",15:00:00,"Motherwell","St Mirren",1,1,"D",0,1,"A","M MacDermid",16,17,4,4,9,8,4,4,1,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"183","1","SC0","30/03/2024",15:00:00,"Rangers","Hibernian",3,1,"H",2,1,"H","D Dickinson",24,6,8,1,14,7,9,4,3,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"184","1","SC0","30/03/2024",15:00:00,"St Johnstone","Dundee",1,2,"A",0,1,"A","I Snedden",15,10,4,3,8,9,11,2,5,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"185","1","SC0","31/03/2024",12:00:00,"Livingston","Celtic",0,3,"A",0,0,"D","D Robertson",5,21,1,10,7,8,0,8,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"186","1","SC0","06/04/2024",15:00:00,"Dundee","Motherwell",2,3,"A",1,0,"H","D Dickinson",6,20,2,5,7,4,3,11,2,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"187","1","SC0","06/04/2024",15:00:00,"Hibernian","St Johnstone",1,2,"A",0,0,"D","G Irvine",13,6,6,2,6,6,13,3,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"188","1","SC0","06/04/2024",15:00:00,"Kilmarnock","Ross County",1,0,"H",0,0,"D","E Anderson",14,10,5,4,6,15,4,3,4,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"189","1","SC0","06/04/2024",15:00:00,"Livingston","Aberdeen",0,0,"D",0,0,"D","G Grainger",9,5,1,3,15,7,2,5,2,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"190","1","SC0","06/04/2024",15:00:00,"St Mirren","Hearts",1,2,"A",0,1,"A","A Muir",6,10,1,2,14,5,8,7,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"191","1","SC0","07/04/2024",12:00:00,"Rangers","Celtic",3,3,"D",0,2,"A","J Beaton",12,14,5,7,10,23,3,2,0,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"192","1","SC0","13/04/2024",15:00:00,"Aberdeen","Dundee",0,0,"D",0,0,"D","N Walsh",12,18,5,3,14,17,3,5,0,3,1,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"193","1","SC0","13/04/2024",15:00:00,"Celtic","St Mirren",3,0,"H",0,0,"D","S McLean",18,2,9,0,7,12,11,1,0,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"194","1","SC0","13/04/2024",15:00:00,"Hearts","Livingston",4,2,"H",4,2,"H","C Steven",13,8,5,3,9,17,5,5,1,0,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"195","1","SC0","13/04/2024",15:00:00,"Motherwell","Hibernian",1,1,"D",0,0,"D","W Collum",8,8,1,4,7,10,4,6,2,4,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"196","1","SC0","13/04/2024",15:00:00,"St Johnstone","Kilmarnock",0,2,"A",0,1,"A","C Scott",11,17,3,5,8,14,2,6,0,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"197","1","SC0","14/04/2024",12:00:00,"Ross County","Rangers",3,2,"H",0,1,"A","M MacDermid",13,28,6,7,6,10,3,17,3,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"198","1","SC0","17/04/2024",20:00:00,"Dundee","Rangers",0,0,"D",0,0,"D","D Robertson",7,17,1,5,11,13,2,9,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"199","1","SC0","27/04/2024",15:00:00,"Aberdeen","Motherwell",1,0,"H",0,0,"D","C Napier",23,8,5,3,9,14,10,7,1,0,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"200","1","SC0","27/04/2024",15:00:00,"Kilmarnock","Hearts",0,0,"D",0,0,"D","R Hardie",16,14,2,4,9,6,8,4,4,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"201","1","SC0","27/04/2024",15:00:00,"Livingston","Ross County",2,0,"H",1,0,"H","W Collum",6,14,4,4,13,13,4,5,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"202","1","SC0","27/04/2024",15:00:00,"St Johnstone","Hibernian",1,3,"A",0,2,"A","D Munro",9,16,3,8,11,8,1,7,0,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"203","1","SC0","28/04/2024",12:30:00,"St Mirren","Rangers",1,2,"A",1,1,"D","N Walsh",12,20,5,6,12,12,4,8,1,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"204","1","SC0","28/04/2024",15:00:00,"Dundee","Celtic",1,2,"A",0,1,"A","J Beaton",11,13,6,6,10,7,8,8,0,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"205","1","SC0","04/05/2024",15:00:00,"Aberdeen","St Johnstone",1,0,"H",0,0,"D","C Graham",15,12,6,5,10,15,7,4,1,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"206","1","SC0","04/05/2024",15:00:00,"Celtic","Hearts",3,0,"H",2,0,"H","K Clancy",17,5,8,2,13,7,17,8,0,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"207","1","SC0","04/05/2024",15:00:00,"Dundee","St Mirren",1,3,"A",0,1,"A","M MacDermid",10,12,4,7,8,9,4,8,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"208","1","SC0","04/05/2024",15:00:00,"Motherwell","Livingston",4,1,"H",2,0,"H","D Munro",14,5,6,1,2,2,6,2,2,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"209","1","SC0","04/05/2024",15:00:00,"Ross County","Hibernian",2,1,"H",1,1,"D","D Robertson",12,20,4,5,3,8,5,7,1,0,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"210","1","SC0","05/05/2024",13:00:00,"Rangers","Kilmarnock",4,1,"H",1,1,"D","D Dickinson",41,5,15,2,11,9,16,1,0,2,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"211","1","SC0","11/05/2024",12:30:00,"Celtic","Rangers",2,1,"H",2,1,"H","W Collum",22,8,6,1,14,17,10,5,3,0,0,1,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"212","1","SC0","11/05/2024",15:00:00,"Hearts","Dundee",3,0,"H",1,0,"H","N Walsh",16,15,8,4,8,8,2,5,0,3,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"213","1","SC0","11/05/2024",15:00:00,"Livingston","St Johnstone",2,1,"H",0,1,"A","J Beaton",15,25,8,7,12,9,4,8,2,1,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
"214","1","SC0","11/05/2024",15:00:00,"Ross County","Motherwell",1,5,"A",1,2,"A","K Clancy",14,14,2,7,14,4,8,5,3,2,0,0,NA,NA,NA,NA,NA,"2324","https://www.football-data.co.uk/mmz4281/2324/SC0.csv"
